NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,6.0,NaN,NaN,5.100733985905324,7.057807778150657,7.057807778150658,7.057807778150657,5.100733985905324,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,5.100733985905324,NaN,NaN,6.0,6.0,6.0,6.0,6.0,
NaN,NaN,5.100733985905324,NaN,NaN,6.0,6.0,6.0,6.0,6.0,
NaN,NaN,5.100733985905324,NaN,NaN,6.0,6.0,6.0,6.0,6.000000000000001,
NaN,NaN,5.100733985905324,NaN,NaN,6.0,6.0,6.0,6.0,6.0,
NaN,NaN,7.057807778150657,NaN,NaN,6.0,6.0,6.000000000000001,6.0,6.0,

